Date,Region,Product,Quantity, UnitPrice ,StoreLocation,CustomerType,Discount,Salesperson, TotalPrice ,PaymentMethod,Promotion,Returned,OrderID,CustomerName, ShippingCost ,OrderDate,DeliveryDate,RegionManager,MonthName, GrossRevenue , TotalDiscount 
22/09/2023,North,Laptop,19, $35.38 ,Store A,Retail,0.15,Diana, $571.39 ,Online,SAVE10,0,REG100795,Cust 1791, $7.06 ,22/09/2023,28/09/2023,Ryan,Sep, $564.33 , $100.83 
21/02/2025,West,Chair,3, $264.08 ,Store A,Retail,0.1,Diana, $713.02 ,Online,,0,REG100796,Cust 8530, $25.39 ,21/02/2025,02/03/2025,Wendy,Feb, $687.63 , $79.22 
24/06/2025,East,Tablet,5, $137.56 ,Store C,Wholesale,0.15,Diana, $584.63 ,Debit Card,SAVE10,0,REG100797,Cust 4522, $6.45 ,24/06/2025,01/07/2025,Eric,Jun, $578.18 , $103.17 
28/11/2023,Central,Laptop,8, $157.93 ,Store B,Retail,0.15,Diana," $1,073.92 ",Online,SAVE10,0,REG100798,Cust 9619, $6.31 ,28/11/2023,05/12/2023,Cameron,Nov," $1,067.61 ", $189.52 
08/04/2024,North,Desk,6, $126.86 ,Store C,Wholesale,0.05,Eva, $723.10 ,Debit Card,FREESHIP,0,REG100799,Cust 1637, $35.49 ,08/04/2024,17/04/2024,Ryan,Apr, $687.61 , $38.06 
07/01/2025,North,Chair,15, $240.05 ,Store C,Retail,0.05,Carlos," $3,420.71 ",Credit Card,FREESHIP,0,REG100800,Cust 6914, $14.31 ,07/01/2025,14/01/2025,Ryan,Jan," $3,406.40 ", $180.04 
24/02/2023,South,Tablet,3, $37.63 ,Store A,Wholesale,0.1,Carlos, $101.60 ,Debit Card,FREESHIP,0,REG100801,Cust 5737, $43.70 ,24/02/2023,03/03/2023,Sophie,Feb, $57.90 , $11.29 
19/10/2023,East,Chair,13, $393.10 ,Store B,Wholesale,0.1,Alice," $4,599.27 ",Online,,0,REG100802,Cust 5301, $12.64 ,19/10/2023,26/10/2023,Eric,Oct," $4,586.63 ", $511.03 
17/06/2024,North,Chair,10, $83.86 ,Store A,Wholesale,0.15,Alice, $712.81 ,Credit Card,,0,REG100803,Cust 2524, $41.11 ,17/06/2024,21/06/2024,Ryan,Jun, $671.70 , $125.79 
21/06/2023,Central,Desk,10, $110.07 ,Store B,Wholesale,0,Frank," $1,100.70 ",Credit Card,,0,REG100804,Cust 8480, $18.47 ,21/06/2023,29/06/2023,Cameron,Jun," $1,082.23 ", $-   
30/08/2024,East,Phone,6, $288.98 ,Store C,Wholesale,0.15,Diana," $1,473.80 ",Gift Card,,0,REG100805,Cust 2595, $38.63 ,30/08/2024,02/09/2024,Eric,Aug," $1,435.17 ", $260.08 
03/01/2025,Central,Desk,10, $451.14 ,Store A,Retail,0,Bob," $4,511.40 ",Gift Card,FREESHIP,0,REG100806,Cust 7132, $29.96 ,03/01/2025,13/01/2025,Cameron,Jan," $4,481.44 ", $-   
23/02/2023,West,Printer,16, $509.08 ,Store C,Wholesale,0,Carlos," $8,145.28 ",Online,FREESHIP,0,REG100807,Cust 4240, $37.53 ,23/02/2023,02/03/2023,Wendy,Feb," $8,107.75 ", $-   
26/04/2025,Central,Printer,4, $582.73 ,Store D,Wholesale,0.05,Carlos," $2,214.37 ",Cash,WINTER15,0,REG100808,Cust 4644, $44.26 ,26/04/2025,29/04/2025,Cameron,Apr," $2,170.11 ", $116.55 
08/06/2023,South,Phone,9, $115.24 ,Store B,Wholesale,0,Alice," $1,037.16 ",Credit Card,FREESHIP,0,REG100809,Cust 5133, $8.28 ,08/06/2023,14/06/2023,Sophie,Jun," $1,028.88 ", $-   
16/03/2023,North,Monitor,14, $565.45 ,Store D,Wholesale,0.1,Eva," $7,124.67 ",Online,WINTER15,0,REG100810,Cust 1731, $24.40 ,16/03/2023,25/03/2023,Ryan,Mar," $7,100.27 ", $791.63 
23/10/2024,North,Phone,11, $121.54 ,Store D,Wholesale,0,Carlos," $1,336.94 ",Credit Card,SAVE10,0,REG100811,Cust 3739, $16.62 ,23/10/2024,28/10/2024,Ryan,Oct," $1,320.32 ", $-   
23/05/2025,East,Printer,9, $160.15 ,Store D,Retail,0.1,Alice," $1,297.22 ",Debit Card,,1,REG100812,Cust 3853, $29.64 ,23/05/2025,28/05/2025,Eric,May," $1,267.58 ", $144.14 
06/05/2023,East,Desk,14, $175.66 ,Store B,Wholesale,0.05,Bob," $2,336.28 ",Cash,SAVE10,0,REG100813,Cust 6830, $26.12 ,06/05/2023,14/05/2023,Eric,May," $2,310.16 ", $122.96 
15/08/2024,South,Tablet,3, $437.97 ,Store C,Wholesale,0.05,Eva," $1,248.21 ",Cash,SAVE10,1,REG100814,Cust 5351, $23.29 ,15/08/2024,22/08/2024,Sophie,Aug," $1,224.92 ", $65.70 
23/08/2023,South,Printer,12, $411.59 ,Store B,Wholesale,0.15,Diana," $4,198.22 ",Cash,FREESHIP,0,REG100815,Cust 5845, $19.17 ,23/08/2023,31/08/2023,Sophie,Aug," $4,179.05 ", $740.86 
13/04/2025,South,Laptop,1, $163.29 ,Store B,Retail,0,Diana, $163.29 ,Credit Card,WINTER15,0,REG100816,Cust 7004, $21.15 ,13/04/2025,22/04/2025,Sophie,Apr, $142.14 , $-   
11/06/2024,Central,Desk,5, $538.52 ,Store B,Wholesale,0.05,Alice," $2,557.97 ",Gift Card,,0,REG100817,Cust 4095, $45.81 ,11/06/2024,17/06/2024,Cameron,Jun," $2,512.16 ", $134.63 
29/04/2024,South,Phone,11, $255.95 ,Store C,Wholesale,0.1,Alice," $2,533.91 ",Online,,0,REG100818,Cust 7833, $21.99 ,29/04/2024,04/05/2024,Sophie,Apr," $2,511.92 ", $281.55 
27/03/2023,South,Desk,7, $290.22 ,Store A,Retail,0.1,Alice," $1,828.39 ",Cash,WINTER15,0,REG100819,Cust 5826, $33.15 ,27/03/2023,04/04/2023,Sophie,Mar," $1,795.24 ", $203.15 
23/10/2024,North,Chair,20, $198.95 ,Store B,Retail,0.1,Diana," $3,581.10 ",Credit Card,,1,REG100820,Cust 9410, $5.16 ,23/10/2024,25/10/2024,Ryan,Oct," $3,575.94 ", $397.90 
21/06/2023,North,Printer,11, $577.10 ,Store C,Retail,0.15,Frank," $5,395.89 ",Cash,SAVE10,0,REG100821,Cust 9397, $13.16 ,21/06/2023,28/06/2023,Ryan,Jun," $5,382.73 ", $952.22 
12/05/2023,Central,Printer,10, $50.10 ,Store A,Wholesale,0.1,Bob, $450.90 ,Cash,FREESHIP,1,REG100822,Cust 6665, $23.43 ,12/05/2023,19/05/2023,Cameron,May, $427.47 , $50.10 
20/10/2024,Central,Printer,19, $554.50 ,Store B,Retail,0.15,Carlos," $8,955.18 ",Online,,1,REG100823,Cust 2590, $47.16 ,20/10/2024,24/10/2024,Cameron,Oct," $8,908.02 "," $1,580.33 "
04/04/2024,North,Laptop,14, $117.31 ,Store A,Wholesale,0,Diana," $1,642.34 ",Online,WINTER15,0,REG100824,Cust 4599, $41.24 ,04/04/2024,07/04/2024,Ryan,Apr," $1,601.10 ", $-   
12/01/2025,Central,Tablet,3, $193.98 ,Store A,Retail,0,Bob, $581.94 ,Credit Card,WINTER15,0,REG100825,Cust 7166, $27.53 ,12/01/2025,16/01/2025,Cameron,Jan, $554.41 , $-   
24/07/2023,South,Phone,20, $386.86 ,Store A,Wholesale,0.05,Carlos," $7,350.34 ",Online,WINTER15,0,REG100826,Cust 6177, $41.56 ,24/07/2023,29/07/2023,Sophie,Jul," $7,308.78 ", $386.86 
09/09/2023,North,Chair,12, $81.33 ,Store D,Wholesale,0,Carlos, $975.96 ,Cash,SAVE10,1,REG100827,Cust 6229, $30.73 ,09/09/2023,13/09/2023,Ryan,Sep, $945.23 , $-   
20/04/2024,East,Printer,5, $550.65 ,Store A,Retail,0.15,Bob," $2,340.26 ",Gift Card,,0,REG100828,Cust 2899, $16.82 ,20/04/2024,27/04/2024,Eric,Apr," $2,323.44 ", $412.99 
06/02/2025,West,Printer,4, $473.91 ,Store A,Retail,0.05,Eva," $1,800.86 ",Credit Card,SAVE10,0,REG100829,Cust 5322, $29.22 ,06/02/2025,14/02/2025,Wendy,Feb," $1,771.64 ", $94.78 
18/06/2023,West,Tablet,19, $25.22 ,Store C,Wholesale,0,Bob, $479.18 ,Credit Card,,0,REG100830,Cust 7063, $31.31 ,18/06/2023,22/06/2023,Wendy,Jun, $447.87 , $-   
01/11/2024,North,Phone,2, $437.04 ,Store C,Wholesale,0,Frank, $874.08 ,Credit Card,SAVE10,1,REG100831,Cust 7487, $37.37 ,01/11/2024,08/11/2024,Ryan,Nov, $836.71 , $-   
12/08/2024,West,Desk,5, $448.86 ,Store C,Wholesale,0.15,Frank," $1,907.66 ",Credit Card,SAVE10,1,REG100832,Cust 5481, $21.22 ,12/08/2024,21/08/2024,Wendy,Aug," $1,886.44 ", $336.65 
08/04/2025,Central,Phone,14, $299.94 ,Store D,Retail,0,Carlos," $4,199.16 ",Gift Card,FREESHIP,0,REG100833,Cust 3150, $21.04 ,08/04/2025,17/04/2025,Cameron,Apr," $4,178.12 ", $-   
20/07/2024,Central,Laptop,8, $224.18 ,Store B,Retail,0.15,Bob," $1,524.42 ",Debit Card,,0,REG100834,Cust 5099, $36.90 ,20/07/2024,26/07/2024,Cameron,Jul," $1,487.52 ", $269.02 
17/02/2023,West,Desk,6, $327.69 ,Store D,Wholesale,0.05,Diana," $1,867.83 ",Cash,,0,REG100835,Cust 6615, $22.34 ,17/02/2023,21/02/2023,Wendy,Feb," $1,845.49 ", $98.31 
02/07/2024,East,Phone,8, $432.27 ,Store D,Retail,0.05,Eva," $3,285.25 ",Cash,FREESHIP,1,REG100836,Cust 6924, $20.64 ,02/07/2024,04/07/2024,Eric,Jul," $3,264.61 ", $172.91 
01/04/2025,North,Monitor,4, $249.98 ,Store C,Retail,0.15,Eva, $849.93 ,Debit Card,SAVE10,0,REG100837,Cust 2411, $49.08 ,01/04/2025,04/04/2025,Ryan,Apr, $800.85 , $149.99 
02/06/2025,South,Printer,14, $194.31 ,Store C,Wholesale,0.15,Frank," $2,312.29 ",Debit Card,FREESHIP,0,REG100838,Cust 9648, $15.30 ,02/06/2025,09/06/2025,Sophie,Jun," $2,296.99 ", $408.05 
21/11/2024,West,Phone,5, $69.29 ,Store C,Wholesale,0,Carlos, $346.45 ,Credit Card,,0,REG100839,Cust 1974, $20.83 ,21/11/2024,29/11/2024,Wendy,Nov, $325.62 , $-   
10/01/2024,South,Printer,15, $306.91 ,Store A,Retail,0,Carlos," $4,603.65 ",Cash,FREESHIP,1,REG100840,Cust 9452, $19.38 ,10/01/2024,14/01/2024,Sophie,Jan," $4,584.27 ", $-   
21/10/2023,North,Desk,4, $390.30 ,Store A,Retail,0.15,Diana," $1,327.02 ",Debit Card,,0,REG100841,Cust 4558, $43.56 ,21/10/2023,26/10/2023,Ryan,Oct," $1,283.46 ", $234.18 
20/01/2025,North,Phone,7, $61.83 ,Store B,Retail,0,Diana, $432.81 ,Online,WINTER15,0,REG100842,Cust 8811, $25.49 ,20/01/2025,22/01/2025,Ryan,Jan, $407.32 , $-   
09/11/2024,West,Monitor,7, $83.32 ,Store D,Wholesale,0.05,Carlos, $554.08 ,Cash,FREESHIP,0,REG100843,Cust 7788, $23.40 ,09/11/2024,17/11/2024,Wendy,Nov, $530.68 , $29.16 
03/04/2024,West,Monitor,4, $563.06 ,Store D,Retail,0.05,Bob," $2,139.63 ",Cash,WINTER15,0,REG100844,Cust 2788, $19.50 ,03/04/2024,07/04/2024,Wendy,Apr," $2,120.13 ", $112.61 
06/01/2024,North,Phone,13, $256.35 ,Store D,Wholesale,0.15,Alice," $2,832.67 ",Cash,SAVE10,0,REG100845,Cust 6621, $26.04 ,06/01/2024,08/01/2024,Ryan,Jan," $2,806.63 ", $499.88 
02/08/2023,Central,Printer,9, $303.26 ,Store A,Wholesale,0.05,Diana," $2,592.87 ",Debit Card,FREESHIP,0,REG100846,Cust 8575, $17.01 ,02/08/2023,05/08/2023,Cameron,Aug," $2,575.86 ", $136.47 
26/11/2023,North,Chair,9, $440.48 ,Store A,Retail,0.15,Diana," $3,369.67 ",Gift Card,WINTER15,0,REG100847,Cust 8799, $32.94 ,26/11/2023,01/12/2023,Ryan,Nov," $3,336.73 ", $594.65 
20/04/2025,East,Desk,17, $469.25 ,Store B,Wholesale,0.05,Bob," $7,578.39 ",Credit Card,,0,REG100848,Cust 1699, $45.76 ,20/04/2025,26/04/2025,Eric,Apr," $7,532.63 ", $398.86 
29/12/2023,South,Chair,18, $491.76 ,Store A,Wholesale,0.15,Eva," $7,523.93 ",Credit Card,SAVE10,0,REG100849,Cust 5606, $37.49 ,29/12/2023,05/01/2024,Sophie,Dec," $7,486.44 "," $1,327.75 "
08/01/2025,Central,Chair,19, $465.27 ,Store C,Retail,0.05,Diana," $8,398.12 ",Credit Card,,0,REG100850,Cust 4933, $44.95 ,08/01/2025,10/01/2025,Cameron,Jan," $8,353.17 ", $442.01 
06/05/2024,East,Chair,18, $343.68 ,Store B,Retail,0,Eva," $6,186.24 ",Gift Card,SAVE10,0,REG100851,Cust 9517, $20.37 ,06/05/2024,14/05/2024,Eric,May," $6,165.87 ", $-   
15/09/2024,North,Desk,14, $472.51 ,Store D,Wholesale,0.05,Bob," $6,284.38 ",Gift Card,,0,REG100852,Cust 6740, $13.54 ,15/09/2024,20/09/2024,Ryan,Sep," $6,270.84 ", $330.76 
07/02/2023,West,Laptop,20, $142.52 ,Store A,Retail,0.1,Eva," $2,565.36 ",Cash,FREESHIP,0,REG100853,Cust 1301, $30.67 ,07/02/2023,12/02/2023,Wendy,Feb," $2,534.69 ", $285.04 
01/03/2023,East,Phone,1, $31.42 ,Store B,Retail,0.05,Bob, $29.85 ,Credit Card,SAVE10,0,REG100854,Cust 1736, $11.35 ,01/03/2023,09/03/2023,Eric,Mar, $18.50 , $1.57 
08/05/2024,North,Tablet,17, $572.29 ,Store D,Retail,0.15,Eva," $8,269.59 ",Online,SAVE10,1,REG100855,Cust 6864, $44.99 ,08/05/2024,12/05/2024,Ryan,May," $8,224.60 "," $1,459.34 "
06/06/2024,East,Desk,18, $333.60 ,Store A,Retail,0.1,Carlos," $5,404.32 ",Debit Card,FREESHIP,1,REG100856,Cust 5207, $33.79 ,06/06/2024,08/06/2024,Eric,Jun," $5,370.53 ", $600.48 
29/04/2023,North,Chair,9, $90.87 ,Store D,Retail,0.15,Carlos, $695.16 ,Debit Card,WINTER15,0,REG100857,Cust 6525, $26.56 ,29/04/2023,08/05/2023,Ryan,Apr, $668.60 , $122.67 
20/09/2023,Central,Tablet,9, $588.59 ,Store D,Wholesale,0.05,Diana," $5,032.44 ",Online,,0,REG100858,Cust 8298, $42.30 ,20/09/2023,22/09/2023,Cameron,Sep," $4,990.14 ", $264.87 
08/11/2024,South,Chair,18, $153.28 ,Store B,Retail,0.05,Frank," $2,621.09 ",Online,WINTER15,1,REG100859,Cust 8204, $33.71 ,08/11/2024,13/11/2024,Sophie,Nov," $2,587.38 ", $137.95 
22/03/2023,North,Printer,17, $194.97 ,Store A,Retail,0.15,Carlos," $2,817.32 ",Gift Card,SAVE10,1,REG100860,Cust 4035, $5.59 ,22/03/2023,30/03/2023,Ryan,Mar," $2,811.73 ", $497.17 
05/09/2023,East,Monitor,5, $367.61 ,Store C,Retail,0,Alice," $1,838.05 ",Credit Card,SAVE10,0,REG100861,Cust 1654, $19.55 ,05/09/2023,13/09/2023,Eric,Sep," $1,818.50 ", $-   
26/02/2023,East,Laptop,17, $575.50 ,Store D,Retail,0.05,Alice," $9,294.33 ",Debit Card,FREESHIP,0,REG100862,Cust 1823, $13.42 ,26/02/2023,05/03/2023,Eric,Feb," $9,280.91 ", $489.18 
26/11/2024,West,Chair,3, $229.45 ,Store D,Retail,0.15,Bob, $585.10 ,Debit Card,WINTER15,1,REG100863,Cust 1423, $19.81 ,26/11/2024,29/11/2024,Wendy,Nov, $565.29 , $103.25 
14/10/2024,Central,Chair,3, $391.63 ,Store C,Retail,0,Frank," $1,174.89 ",Debit Card,,1,REG100864,Cust 7282, $25.36 ,14/10/2024,17/10/2024,Cameron,Oct," $1,149.53 ", $-   
29/05/2023,Central,Laptop,15, $67.35 ,Store D,Wholesale,0.1,Diana, $909.23 ,Online,FREESHIP,0,REG100865,Cust 8437, $24.85 ,29/05/2023,03/06/2023,Cameron,May, $884.38 , $101.03 
22/03/2024,Central,Laptop,6, $453.86 ,Store B,Retail,0.15,Alice," $2,314.69 ",Credit Card,,0,REG100866,Cust 9508, $45.32 ,22/03/2024,31/03/2024,Cameron,Mar," $2,269.37 ", $408.47 
22/04/2023,South,Tablet,19, $537.70 ,Store D,Wholesale,0,Bob," $10,216.30 ",Online,SAVE10,0,REG100867,Cust 1186, $45.83 ,22/04/2023,02/05/2023,Sophie,Apr," $10,170.47 ", $-   
06/06/2025,North,Phone,5, $32.56 ,Store C,Retail,0.05,Diana, $154.66 ,Cash,FREESHIP,0,REG100868,Cust 4362, $46.73 ,06/06/2025,12/06/2025,Ryan,Jun, $107.93 , $8.14 
25/01/2023,Central,Laptop,2, $196.70 ,Store A,Retail,0,Frank, $393.40 ,Online,FREESHIP,0,REG100869,Cust 9388, $35.84 ,25/01/2023,29/01/2023,Cameron,Jan, $357.56 , $-   
08/09/2023,South,Phone,12, $369.45 ,Store D,Wholesale,0.1,Frank," $3,990.06 ",Credit Card,WINTER15,1,REG100870,Cust 4015, $44.76 ,08/09/2023,10/09/2023,Sophie,Sep," $3,945.30 ", $443.34 
04/10/2024,East,Tablet,12, $181.96 ,Store D,Retail,0.15,Eva," $1,855.99 ",Gift Card,WINTER15,0,REG100871,Cust 6428, $25.06 ,04/10/2024,11/10/2024,Eric,Oct," $1,830.93 ", $327.53 
06/04/2025,East,Desk,3, $32.07 ,Store D,Retail,0.15,Alice, $81.78 ,Online,WINTER15,1,REG100872,Cust 2570, $43.18 ,06/04/2025,08/04/2025,Eric,Apr, $38.60 , $14.43 
25/08/2024,East,Laptop,15, $39.93 ,Store A,Retail,0.15,Diana, $509.11 ,Debit Card,WINTER15,0,REG100873,Cust 5132, $33.44 ,25/08/2024,29/08/2024,Eric,Aug, $475.67 , $89.84 
06/03/2024,North,Phone,7, $374.43 ,Store A,Retail,0.15,Carlos," $2,227.86 ",Cash,SAVE10,0,REG100874,Cust 4929, $28.97 ,06/03/2024,12/03/2024,Ryan,Mar," $2,198.89 ", $393.15 
23/03/2023,East,Printer,2, $101.87 ,Store C,Wholesale,0,Diana, $203.74 ,Cash,FREESHIP,0,REG100875,Cust 4018, $28.63 ,23/03/2023,26/03/2023,Eric,Mar, $175.11 , $-   
13/01/2024,Central,Tablet,13, $343.45 ,Store D,Wholesale,0.05,Alice," $4,241.61 ",Gift Card,SAVE10,0,REG100876,Cust 8069, $27.26 ,13/01/2024,17/01/2024,Cameron,Jan," $4,214.35 ", $223.24 
18/07/2023,Central,Printer,15, $144.11 ,Store C,Retail,0,Frank," $2,161.65 ",Gift Card,,0,REG100877,Cust 6741, $28.51 ,18/07/2023,24/07/2023,Cameron,Jul," $2,133.14 ", $-   
23/02/2025,West,Chair,18, $403.68 ,Store A,Retail,0.15,Carlos," $6,176.30 ",Cash,FREESHIP,0,REG100878,Cust 8050, $13.09 ,23/02/2025,04/03/2025,Wendy,Feb," $6,163.21 "," $1,089.94 "
22/02/2023,East,Printer,14, $346.57 ,Store B,Retail,0.1,Carlos," $4,366.78 ",Debit Card,FREESHIP,0,REG100879,Cust 2434, $36.83 ,22/02/2023,02/03/2023,Eric,Feb," $4,329.95 ", $485.20 
18/10/2024,North,Printer,7, $392.79 ,Store C,Wholesale,0,Eva," $2,749.53 ",Gift Card,WINTER15,0,REG100880,Cust 9089, $45.85 ,18/10/2024,28/10/2024,Ryan,Oct," $2,703.68 ", $-   
26/10/2023,West,Printer,16, $70.83 ,Store B,Wholesale,0.05,Carlos," $1,076.62 ",Gift Card,,0,REG100881,Cust 1091, $5.05 ,26/10/2023,31/10/2023,Wendy,Oct," $1,071.57 ", $56.66 
10/01/2023,Central,Monitor,20, $274.37 ,Store B,Retail,0.1,Eva," $4,938.66 ",Gift Card,WINTER15,0,REG100882,Cust 6138, $12.28 ,10/01/2023,14/01/2023,Cameron,Jan," $4,926.38 ", $548.74 
19/03/2024,Central,Desk,10, $19.73 ,Store D,Retail,0.1,Carlos, $177.57 ,Debit Card,,0,REG100883,Cust 6326, $16.06 ,19/03/2024,22/03/2024,Cameron,Mar, $161.51 , $19.73 
20/12/2023,Central,Printer,10, $465.72 ,Store B,Wholesale,0.05,Alice," $4,424.34 ",Online,FREESHIP,0,REG100884,Cust 1327, $28.14 ,20/12/2023,26/12/2023,Cameron,Dec," $4,396.20 ", $232.86 
09/12/2024,Central,Monitor,19, $62.07 ,Store D,Retail,0.1,Diana," $1,061.40 ",Debit Card,FREESHIP,0,REG100885,Cust 8602, $14.85 ,09/12/2024,19/12/2024,Cameron,Dec," $1,046.55 ", $117.93 
10/05/2023,Central,Tablet,11, $529.20 ,Store A,Wholesale,0.05,Bob," $5,530.14 ",Credit Card,,1,REG100886,Cust 9131, $16.78 ,10/05/2023,20/05/2023,Cameron,May," $5,513.36 ", $291.06 
18/10/2023,South,Monitor,7, $387.31 ,Store A,Retail,0.1,Bob," $2,440.05 ",Cash,WINTER15,0,REG100887,Cust 6716, $14.76 ,18/10/2023,21/10/2023,Sophie,Oct," $2,425.29 ", $271.12 
03/12/2024,South,Phone,1, $152.75 ,Store A,Wholesale,0,Bob, $152.75 ,Credit Card,FREESHIP,1,REG100888,Cust 2071, $9.61 ,03/12/2024,06/12/2024,Sophie,Dec, $143.14 , $-   
10/10/2024,South,Chair,8, $72.48 ,Store A,Wholesale,0.1,Carlos, $521.86 ,Debit Card,,1,REG100889,Cust 4472, $26.92 ,10/10/2024,17/10/2024,Sophie,Oct, $494.94 , $57.98 
03/06/2024,East,Phone,4, $194.09 ,Store D,Wholesale,0.1,Eva, $698.72 ,Credit Card,WINTER15,0,REG100890,Cust 3899, $26.35 ,03/06/2024,07/06/2024,Eric,Jun, $672.37 , $77.64 
26/03/2025,South,Phone,3, $159.30 ,Store B,Wholesale,0.05,Eva, $454.01 ,Credit Card,SAVE10,1,REG100891,Cust 9467, $45.34 ,26/03/2025,29/03/2025,Sophie,Mar, $408.67 , $23.90 
26/04/2024,North,Monitor,4, $303.37 ,Store A,Retail,0.1,Carlos," $1,092.13 ",Gift Card,WINTER15,0,REG100892,Cust 3824, $30.19 ,26/04/2024,01/05/2024,Ryan,Apr," $1,061.94 ", $121.35 
05/05/2023,West,Chair,16, $541.96 ,Store C,Retail,0.1,Eva," $7,804.22 ",Cash,SAVE10,1,REG100893,Cust 3511, $9.93 ,05/05/2023,13/05/2023,Wendy,May," $7,794.29 ", $867.14 
23/09/2023,West,Desk,7, $41.57 ,Store D,Retail,0,Carlos, $290.99 ,Online,,0,REG100894,Cust 3356, $16.59 ,23/09/2023,29/09/2023,Wendy,Sep, $274.40 , $-   
08/03/2025,South,Monitor,16, $217.74 ,Store A,Wholesale,0.15,Frank," $2,961.26 ",Cash,FREESHIP,1,REG100895,Cust 2840, $25.11 ,08/03/2025,15/03/2025,Sophie,Mar," $2,936.15 ", $522.58 
17/01/2023,North,Printer,15, $19.17 ,Store A,Wholesale,0,Carlos, $287.55 ,Gift Card,FREESHIP,1,REG100896,Cust 3811, $48.93 ,17/01/2023,27/01/2023,Ryan,Jan, $238.62 , $-   
29/04/2023,Central,Monitor,15, $293.34 ,Store D,Retail,0.1,Eva," $3,960.09 ",Credit Card,WINTER15,0,REG100897,Cust 9960, $21.03 ,29/04/2023,01/05/2023,Cameron,Apr," $3,939.06 ", $440.01 
16/02/2025,South,Printer,18, $204.58 ,Store C,Retail,0.1,Diana," $3,314.20 ",Cash,,0,REG100898,Cust 5906, $16.04 ,16/02/2025,22/02/2025,Sophie,Feb," $3,298.16 ", $368.24 
05/06/2023,East,Printer,15, $324.58 ,Store A,Retail,0.15,Diana," $4,138.40 ",Debit Card,,0,REG100899,Cust 6579, $24.57 ,05/06/2023,09/06/2023,Eric,Jun," $4,113.83 ", $730.31 
28/08/2023,South,Phone,11, $393.61 ,Store D,Wholesale,0.05,Frank," $4,113.22 ",Debit Card,WINTER15,0,REG100900,Cust 1756, $32.57 ,28/08/2023,06/09/2023,Sophie,Aug," $4,080.65 ", $216.49 
01/08/2023,North,Printer,8, $141.28 ,Store D,Wholesale,0.05,Frank," $1,073.73 ",Online,FREESHIP,0,REG100901,Cust 8150, $28.69 ,01/08/2023,10/08/2023,Ryan,Aug," $1,045.04 ", $56.51 
12/02/2025,West,Phone,13, $227.64 ,Store C,Retail,0.15,Frank," $2,515.42 ",Cash,FREESHIP,1,REG100902,Cust 8999, $46.67 ,12/02/2025,20/02/2025,Wendy,Feb," $2,468.75 ", $443.90 
03/07/2023,Central,Laptop,19, $341.07 ,Store C,Retail,0.1,Carlos," $5,832.30 ",Cash,WINTER15,0,REG100903,Cust 4277, $47.75 ,03/07/2023,06/07/2023,Cameron,Jul," $5,784.55 ", $648.03 
09/05/2025,Central,Phone,20, $324.55 ,Store B,Wholesale,0.05,Eva," $6,166.45 ",Credit Card,WINTER15,1,REG100904,Cust 8751, $21.21 ,09/05/2025,13/05/2025,Cameron,May," $6,145.24 ", $324.55 
05/05/2024,West,Desk,16, $301.07 ,Store B,Retail,0.1,Carlos," $4,335.41 ",Gift Card,WINTER15,0,REG100905,Cust 2482, $5.58 ,05/05/2024,14/05/2024,Wendy,May," $4,329.83 ", $481.71 
08/01/2024,South,Monitor,13, $285.28 ,Store D,Retail,0,Eva," $3,708.64 ",Gift Card,SAVE10,0,REG100906,Cust 4078, $31.20 ,08/01/2024,15/01/2024,Sophie,Jan," $3,677.44 ", $-   
13/01/2025,South,Phone,15, $18.04 ,Store C,Wholesale,0,Eva, $270.60 ,Credit Card,SAVE10,1,REG100907,Cust 9091, $14.35 ,13/01/2025,17/01/2025,Sophie,Jan, $256.25 , $-   
12/06/2025,East,Printer,11, $495.44 ,Store A,Wholesale,0,Bob," $5,449.84 ",Gift Card,FREESHIP,0,REG100908,Cust 8706, $44.77 ,12/06/2025,18/06/2025,Eric,Jun," $5,405.07 ", $-   
03/04/2025,North,Laptop,12, $276.42 ,Store C,Retail,0.15,Carlos," $2,819.48 ",Online,,0,REG100909,Cust 5042, $30.57 ,03/04/2025,12/04/2025,Ryan,Apr," $2,788.91 ", $497.56 
26/01/2023,Central,Desk,7, $228.32 ,Store C,Wholesale,0.15,Eva," $1,358.50 ",Debit Card,FREESHIP,0,REG100910,Cust 3319, $22.16 ,26/01/2023,30/01/2023,Cameron,Jan," $1,336.34 ", $239.74 
07/01/2023,Central,Monitor,1, $498.19 ,Store A,Wholesale,0.1,Bob, $448.37 ,Gift Card,SAVE10,0,REG100911,Cust 4139, $25.55 ,07/01/2023,11/01/2023,Cameron,Jan, $422.82 , $49.82 
15/01/2025,North,Desk,18, $375.83 ,Store C,Retail,0.1,Carlos," $6,088.45 ",Gift Card,,0,REG100912,Cust 6993, $15.13 ,15/01/2025,23/01/2025,Ryan,Jan," $6,073.32 ", $676.49 
30/11/2024,East,Chair,18, $130.36 ,Store B,Wholesale,0,Diana," $2,346.48 ",Debit Card,SAVE10,0,REG100913,Cust 8397, $34.60 ,30/11/2024,05/12/2024,Eric,Nov," $2,311.88 ", $-   
26/02/2024,East,Monitor,13, $585.88 ,Store B,Retail,0.15,Carlos," $6,473.97 ",Credit Card,WINTER15,0,REG100914,Cust 3082, $42.18 ,26/02/2024,07/03/2024,Eric,Feb," $6,431.79 "," $1,142.47 "
